regime,target,prediction,weight_har_rv,weight_lstm,weight_tcn,weight_chronos_fintext,weight_timesfm_fintext
0,0.0014141052,0.004308973,0.0007577535,0.82773274,0.1691786,0.0006090686,0.001721777
-1,0.0066326554,0.012302274,3.370071e-05,0.9125264,0.087271035,2.594269e-05,0.00014294004
0,0.0024488873,0.003968533,0.0013755334,0.85992986,0.13599943,0.00066038506,0.0020348083
-1,0.002206797,0.0040728985,3.2396324e-06,0.90755266,0.09240469,4.1527387e-06,3.5339643e-05
0,0.0016061798,0.0037332834,0.00048574066,0.78950685,0.2075731,0.0005670674,0.0018673069
0,0.0017634359,0.0042593936,0.0013450368,0.7805481,0.21291704,0.001266205,0.0039236257
-1,0.006033979,0.0087361885,0.00011183673,0.8705768,0.12868874,9.652667e-05,0.0005260865
0,0.00511768,0.0010992164,0.001243825,0.86088705,0.13525426,0.0006633404,0.0019515057
-1,0.0034640515,0.0045292424,3.855186e-06,0.93169177,0.068268925,4.255338e-06,3.119348e-05
0,0.0020901829,0.0036042628,0.00057668897,0.84320754,0.15424071,0.0005373825,0.0014376529
0,0.0014874128,0.00417046,0.0017087378,0.814476,0.17889349,0.001482397,0.003439277
-1,0.004631603,0.010676802,0.00011668789,0.90617853,0.093269326,8.361588e-05,0.0003518254
0,0.0028814413,0.004205274,0.0018411604,0.8561779,0.13843365,0.00096917927,0.002578091
-1,0.00315416,0.003282534,3.329371e-06,0.91891533,0.08103821,5.1991124e-06,3.7988888e-05
0,0.0023508691,0.0025417858,0.00045618837,0.79951817,0.19742249,0.0006588323,0.0019442859
0,0.0016593186,0.0029224139,0.0011995864,0.7823391,0.21131204,0.0013278337,0.0038214452
-1,0.00807633,0.007184316,3.1931195e-05,0.90973747,0.09004778,2.5977657e-05,0.00015681943
0,0.0039026078,0.0033647574,0.001516259,0.85284984,0.14252698,0.00080343115,0.0023034886
-1,0.003932436,0.0031540876,5.6757785e-06,0.90500355,0.0949337,6.789209e-06,5.030593e-05
0,0.003979553,0.0028921587,0.0009914248,0.7831904,0.21175203,0.0010895414,0.0029765673
0,0.0020520617,0.0035225456,0.0034130786,0.7308523,0.25351608,0.0033533978,0.008865128
-1,0.0061483835,0.008243713,0.00014060573,0.8820854,0.1171308,0.00011054272,0.0005327319
0,0.0024731548,0.0033801447,0.0026118772,0.8361727,0.15630783,0.0014696077,0.003438048
-1,0.0019537874,0.0034360334,7.44016e-06,0.88508314,0.11481276,1.0895446e-05,8.586081e-05
0,0.00192229,0.003058026,0.0008977363,0.7774853,0.21727866,0.001075561,0.0032626812
0,0.0016675125,0.00405264,0.0019751824,0.7570479,0.23237464,0.0020883246,0.0065139425
-1,0.014089664,0.008574369,0.00012310263,0.86878014,0.1304107,0.00011077711,0.0005752702
1,0.0,0.0013472221,0.071699016,0.67181844,0.21969098,0.017743105,0.019048456
-1,0.0024945587,0.006547401,1.895388e-05,0.9333059,0.06660168,9.70934e-06,6.3740204e-05
0,0.0027307856,0.0045950515,0.0008763991,0.89266247,0.10499018,0.00034406944,0.001126912
-1,0.0022156523,0.0036519645,1.7445656e-06,0.9371328,0.06284435,2.0467492e-06,1.9099965e-05
0,0.0037689977,0.003057202,0.00041044466,0.83154297,0.16626693,0.0004639535,0.001315771
0,0.001609332,0.003334783,0.0010978515,0.81397957,0.18131658,0.0009784979,0.0026275541
-1,0.0067780586,0.007476326,2.5367413e-05,0.9209352,0.078909315,1.972553e-05,0.00011041234
0,0.003395217,0.003724329,0.0016402856,0.8560674,0.13912855,0.00080773886,0.0023560561
-1,0.0033957234,0.003019329,3.6806862e-06,0.92196536,0.077992305,4.633968e-06,3.402665e-05
0,0.0024987138,0.0029527205,0.00050543994,0.82012266,0.17709468,0.0005446243,0.0017326191
0,0.0021162082,0.0032943776,0.0019298961,0.77770364,0.213387,0.0019280877,0.005051392
-1,0.006266873,0.007375244,7.00612e-05,0.90017706,0.09939398,5.5102653e-05,0.00030381873
