regime,target,prediction,weight_har_rv,weight_lstm,weight_tcn,weight_chronos_fintext,weight_timesfm_fintext
-1,0.016728451,0.018853847,6.6874454e-05,0.9669494,0.026131716,0.0012896975,0.0055622975
2,0.016633049,0.01955064,0.0004696953,0.9362787,0.043908473,0.00028296228,0.019060217
2,0.010022273,0.009694827,0.0008335941,0.8710008,0.07022596,0.0007166567,0.05722296
2,0.0033367667,0.007198385,0.00039957027,0.9178827,0.05082822,0.0002169422,0.030672502
2,0.0037204789,0.00569638,0.00044188462,0.9365182,0.04282015,0.00022440184,0.019995399
2,0.004198904,0.005242699,0.00038992212,0.9503887,0.037252195,0.00020968907,0.011759457
0,0.0044035907,0.0063451068,0.0031173294,0.83404136,0.12041804,0.011913043,0.030510137
-1,0.004822916,0.022418926,9.683481e-05,0.9605733,0.03160857,0.0016137034,0.006107645
0,0.006599575,0.02128797,0.0032953215,0.81327564,0.11883892,0.020626538,0.04396367
0,0.004966415,0.0070218043,0.0024423194,0.8380292,0.103978954,0.015123027,0.040426534
0,0.0040881312,0.004903429,0.0011565493,0.885216,0.08374477,0.006921926,0.0229607
0,0.0019463309,0.0043114955,0.00053247897,0.9159855,0.06813832,0.003416899,0.011926832
0,0.003444045,0.003940243,0.00025729713,0.93694615,0.055958092,0.0014985133,0.0053400267
0,0.0034878894,0.0044315374,0.00057743746,0.91301,0.0744886,0.0028525316,0.009071415
-1,0.012720183,0.015282095,9.056418e-06,0.98442405,0.014029686,0.00021029504,0.0013268652
2,0.013308757,0.015880639,0.00031411735,0.95485973,0.034170255,0.0001553178,0.010500577
0,0.007345133,0.00595325,0.0052840454,0.7722352,0.11867849,0.029607471,0.074194804
0,0.004568225,0.004960928,0.0029976317,0.82427377,0.097288474,0.019437576,0.05600243
0,0.0040681846,0.004708594,0.002333885,0.8490741,0.09477497,0.012655529,0.041161485
0,0.0037712848,0.004807178,0.0019985605,0.85828054,0.09574542,0.010464256,0.03351128
0,0.002539688,0.0057538818,0.001981003,0.86161625,0.10071004,0.008986564,0.026706139
