regime,target,prediction,weight_har_rv,weight_lstm,weight_tcn,weight_chronos_fintext,weight_timesfm_fintext
0,0.0022014454,0.0030106455,0.06457884,0.47013208,0.3331088,0.09084478,0.041335553
-1,0.0020534643,0.0047483835,0.023437692,0.6047791,0.3269157,0.03583547,0.009031969
0,0.002648271,0.004925157,0.076696716,0.42770723,0.32811522,0.113287404,0.05419341
0,0.0023365105,0.003008499,0.052053504,0.49446917,0.34313592,0.07970477,0.030636568
0,0.0018260191,0.0025592772,0.050151225,0.5035145,0.34561223,0.07366976,0.027052332
0,0.001044428,0.0022685272,0.04766882,0.5180429,0.34375355,0.06596263,0.02457212
0,0.0017411651,0.0022128206,0.044705395,0.5290303,0.3426993,0.06133281,0.022232197
0,0.0007801466,0.002589514,0.048181985,0.5214703,0.3385256,0.06673698,0.025085153
-1,0.002189057,0.0046441522,0.017180884,0.64385825,0.30632755,0.02696376,0.005669549
0,0.0025438834,0.0045139706,0.062920876,0.47828314,0.3313817,0.09155086,0.03586349
0,0.0023557427,0.0030200565,0.050749164,0.5001405,0.34696552,0.07582987,0.026314959
0,0.0019063491,0.0025135023,0.050701052,0.49910605,0.34920135,0.07503337,0.025958177
0,0.0020058097,0.0023018797,0.048128985,0.51287925,0.34845212,0.066935614,0.023604069
0,0.002248145,0.0024334728,0.043060575,0.53091466,0.34169766,0.060657073,0.023670008
0,0.0015228601,0.0029407935,0.046373814,0.5218178,0.34697935,0.062686495,0.022142531
-1,0.0031071445,0.005085878,0.014001888,0.65807426,0.30084562,0.022560645,0.0045176507
0,0.0043107835,0.004979586,0.059180826,0.48447582,0.3353385,0.08792162,0.0330832
0,0.003449799,0.0034475413,0.056408994,0.47260454,0.3511567,0.08613442,0.033695262
0,0.0024281975,0.0029059923,0.061890367,0.4587646,0.3527355,0.09123252,0.035377022
0,0.0018698465,0.0025125393,0.05208564,0.48821962,0.35410815,0.075457454,0.030129138
