regime,target,prediction,weight_har_rv,weight_lstm,weight_tcn,weight_chronos_fintext,weight_timesfm_fintext
1,0.0044231303,0.0038778957,0.041238144,0.81359595,0.13567573,0.0054015955,0.0040886225
0,0.0031412847,0.0032542206,0.0040181717,0.7714871,0.13919431,0.047794335,0.037506074
0,0.0023195948,0.002994333,0.0025201368,0.80454206,0.121737644,0.041826777,0.029373359
0,0.0025006775,0.0029330542,0.0014472184,0.8311251,0.11005605,0.034962203,0.022409454
0,0.0014065228,0.0032608882,0.0011742495,0.83913225,0.11011679,0.03112747,0.018449249
0,0.0033275166,0.004379699,0.0015838771,0.82789004,0.110279016,0.039128736,0.021118434
1,0.0025393504,0.0054330933,0.03323974,0.8311665,0.12660886,0.0053027933,0.003682076
-1,0.00541135,0.0054471907,0.00022947905,0.9056874,0.068518266,0.016059685,0.009505223
1,0.0040884614,0.0047914265,0.040255945,0.8104347,0.1381945,0.0065536834,0.004561085
0,0.0023187043,0.0034876447,0.0035235465,0.78156525,0.12182228,0.056730453,0.03635845
0,0.0018267179,0.0028623475,0.0014245255,0.8376247,0.10061381,0.03836256,0.021974323
0,0.0015970774,0.0025393548,0.0010180614,0.8510823,0.096066155,0.03326342,0.018569969
0,0.0016358901,0.0023195313,0.0010570823,0.84966385,0.097015224,0.03380867,0.018455217
0,0.0018590423,0.0027780712,0.0014960318,0.8343384,0.102165535,0.040898457,0.02110154
1,0.0034387866,0.003348057,0.02222591,0.8742155,0.099343255,0.002544219,0.0016711494
-1,0.004529066,0.0038109822,0.00013603551,0.9263061,0.052429315,0.014101371,0.007027154
1,0.0026526107,0.0039444654,0.039051417,0.81557137,0.13584548,0.005445449,0.004086361
0,0.0024989161,0.0031670593,0.0025368433,0.80418956,0.11686033,0.047110867,0.02930236
0,0.0032229868,0.0027393065,0.0012256507,0.84511244,0.09990594,0.034624394,0.019131564
0,0.002416857,0.0026061833,0.00070095755,0.8744194,0.08804094,0.023916453,0.012922199
0,0.0018992939,0.0025331215,0.0007405383,0.8669746,0.090107895,0.027917389,0.014259554
0,0.0021844795,0.0028287896,0.0010562415,0.8529694,0.09692157,0.03245814,0.016594578
1,0.0024663946,0.003273967,0.023235235,0.8703409,0.10188287,0.0027183318,0.0018226935
-1,0.0040046712,0.0036763335,8.916754e-05,0.935339,0.047766946,0.011000971,0.005804022
1,0.0027573546,0.00391174,0.034657232,0.8319334,0.12454896,0.005101925,0.0037585623
0,0.0021094843,0.0030951295,0.0025337024,0.80280674,0.1185363,0.046481837,0.02964142
0,0.0019879264,0.0026725414,0.0011883149,0.8455559,0.10226203,0.033033617,0.017960051
0,0.0012758044,0.0024128142,0.00041852787,0.8858111,0.083274305,0.02017368,0.01032237
0,0.0011661258,0.0023577167,0.00055029365,0.87381715,0.0901161,0.0240215,0.011494947
0,0.0015269136,0.0026918524,0.00065359194,0.8696112,0.09127046,0.02601642,0.01244834
0,0.0026686236,0.0030965554,0.00096596853,0.8541867,0.09951125,0.03048697,0.01484904
-1,0.003273119,0.0033882218,7.7954785e-05,0.9359197,0.048961032,0.010035682,0.0050056716
1,0.0049334457,0.003429031,0.029406011,0.8454753,0.11841021,0.0039084186,0.0028001457
0,0.0019839434,0.002980578,0.0026804316,0.7941872,0.1306171,0.042938676,0.02957656
0,0.0014610958,0.0026929667,0.0024704384,0.8006786,0.1238013,0.04464349,0.02840618
0,0.0017782848,0.002507718,0.0012462579,0.8357877,0.10837377,0.034248307,0.020343984
0,0.0020424032,0.0024235174,0.0008738392,0.850095,0.10352677,0.029997995,0.015506359
0,0.0013026596,0.0030495655,0.001056044,0.84653735,0.104842804,0.031534612,0.016029192
0,0.0014769533,0.0036712973,0.0017673706,0.81715614,0.11858883,0.0406377,0.021849955
-1,0.0018678951,0.00395752,9.28473e-05,0.930915,0.052621532,0.010689372,0.005681274
1,0.00271878,0.0035753308,0.038279176,0.8209526,0.13223426,0.004860206,0.003673753
0,0.0015259447,0.0028336735,0.0019896196,0.8116135,0.12150324,0.03969321,0.025200447
0,0.0025113118,0.0024938302,0.0013855114,0.83391565,0.109440975,0.034668025,0.020589823
0,0.0026797417,0.0024707431,0.0012010052,0.8389899,0.10957047,0.031633507,0.01860516
0,0.0017709127,0.0027672742,0.0015619531,0.82852674,0.1130019,0.03674416,0.02016518
0,0.0024568995,0.0034425305,0.0016064998,0.8236508,0.115528874,0.038899515,0.020314284
0,0.0032991448,0.003987671,0.0024487425,0.800434,0.12691215,0.044734098,0.025471048
-1,0.0027527702,0.0040939096,0.00014703127,0.91567945,0.06422062,0.013052857,0.0069000986
1,0.002522056,0.003651967,0.040329874,0.80866545,0.13894181,0.0070737633,0.004989106
0,0.0019696201,0.0028117332,0.0033418387,0.7825787,0.12122099,0.05703845,0.035820026
0,0.0024391848,0.0024093443,0.0021189714,0.8237775,0.1068704,0.04230945,0.024923703
0,0.0014596769,0.0021152927,0.0014284578,0.83281845,0.103157215,0.040317785,0.02227809
0,0.0010269565,0.0019703067,0.0010179476,0.8529285,0.09884585,0.030918766,0.01628901
0,0.0013988134,0.0023190384,0.0013797117,0.84160876,0.10339182,0.03485335,0.018766316
0,0.001503766,0.0026272354,0.0016293584,0.8260176,0.107573465,0.042458758,0.022320818
-1,0.0031009293,0.0028993045,0.00014944341,0.92346346,0.054396294,0.0146260355,0.0073647816
2,0.002728289,0.0030549066,0.014861385,0.9255858,0.059513614,1.1083246e-05,2.8134085e-05
0,0.0026941241,0.0027870946,0.0048162253,0.750401,0.13321005,0.06876127,0.042811383
0,0.0013281651,0.002569868,0.0011578589,0.8370394,0.10454041,0.037421994,0.019840356
0,0.0024449737,0.0025022386,0.0009810637,0.84644836,0.1033516,0.031402092,0.017816918
0,0.0019555124,0.002502807,0.0010355444,0.8421274,0.111707374,0.028754927,0.016374772
0,0.0014778677,0.0028895186,0.0010854128,0.84916645,0.10620738,0.028048515,0.015492235
0,0.0024665778,0.003258186,0.0018555071,0.81393826,0.11914449,0.042732116,0.022329606
-1,0.0022575068,0.0035886636,9.969168e-05,0.9321409,0.050199077,0.011698592,0.005861763
1,0.002209895,0.0034958762,0.032812122,0.8439516,0.1166369,0.003790802,0.0028086372
0,0.0018277244,0.0026841632,0.0023974243,0.792639,0.12753314,0.049872,0.027558425
0,0.0015494946,0.002337701,0.0008204885,0.85852206,0.10077654,0.026367947,0.0135129215
0,0.0019345768,0.0022506134,0.0006558492,0.8641001,0.09428425,0.028482338,0.0124774305
0,0.0012812642,0.0023612408,0.00069878536,0.8615482,0.099826425,0.025777396,0.012149145
0,0.0018093867,0.0026898766,0.0008711583,0.8605945,0.1019971,0.024484407,0.012052767
0,0.0014207647,0.0029259366,0.0013087108,0.84991205,0.10324695,0.029792331,0.01574004
-1,0.0025594975,0.0028679604,9.306441e-05,0.9304596,0.052234035,0.011621393,0.0055919383
1,0.0032105788,0.0026617483,0.035222903,0.8265738,0.12857848,0.005552874,0.004071966
0,0.0025534884,0.002236237,0.0019750039,0.81615466,0.12028443,0.038264874,0.023321075
0,0.0019853045,0.0019500884,0.0010191516,0.84840715,0.1039677,0.030135624,0.016470432
0,0.0013672892,0.0018648845,0.00081245415,0.86002463,0.09785919,0.027195495,0.014108228
0,0.0013965652,0.0018813626,0.0007445484,0.8621701,0.097572066,0.026370171,0.013143158
