regime,target,prediction,weight_har_rv,weight_lstm,weight_tcn,weight_chronos_fintext,weight_timesfm_fintext
1,0.0016314115,0.0029936507,0.0014072781,0.9418471,0.05278567,0.0008216836,0.003138372
1,0.0030297362,0.0045692315,0.0022045514,0.9195584,0.071759224,0.001500292,0.004977544
1,0.0035815132,0.005248124,0.004175993,0.8936526,0.09008336,0.0031024085,0.00898563
-1,0.005231531,0.0055510364,0.0031094677,0.92305017,0.06579949,0.00078476284,0.007256146
1,0.004551504,0.006120244,0.0032049012,0.90476674,0.08117802,0.0026888389,0.008161469
0,0.0032177875,0.00438713,0.0059248116,0.8665237,0.11545908,0.002473498,0.009618973
0,0.0023972173,0.003407808,0.004134129,0.89169925,0.09575815,0.0016359219,0.0067725712
0,0.0011759019,0.002857071,0.0037199662,0.9004891,0.08815812,0.0013111426,0.006321708
0,0.0020041282,0.0025476045,0.0041866675,0.8923815,0.09483907,0.0013934773,0.0071993163
0,0.001395356,0.0028839575,0.005045082,0.8830578,0.101641506,0.0015341254,0.008721541
0,0.0037204297,0.0033655718,0.008835652,0.84185046,0.13140044,0.0030660746,0.014847332
-1,0.0028894518,0.004023949,0.0033524637,0.9060354,0.081588544,0.0008118942,0.008211661
1,0.0030140074,0.0050465013,0.0044358913,0.87558603,0.10631968,0.0037086066,0.009949727
0,0.0039748135,0.0037114958,0.0047399993,0.87537897,0.10965323,0.0019852757,0.008242417
0,0.0026231587,0.0032203493,0.0036253897,0.90112764,0.087868206,0.0013903538,0.005988395
0,0.0021126075,0.0029274605,0.0030020461,0.91278297,0.07805149,0.0010538845,0.005109614
0,0.0014422614,0.002809388,0.0034135124,0.90842104,0.08120664,0.0011213822,0.0058374587
0,0.0026424718,0.0031868885,0.0045283455,0.89080405,0.0953134,0.0014215213,0.007932731
1,0.0035781984,0.0037795587,0.0021672323,0.90702254,0.08357242,0.0017749587,0.005462796
-1,0.0047616614,0.004431722,0.0021610844,0.9235025,0.06832125,0.0004966573,0.005518583
1,0.0041048117,0.0050492147,0.0040017916,0.8805996,0.1020219,0.0035247926,0.009851841
0,0.002412226,0.003465699,0.0043910956,0.8879695,0.097965136,0.0017741777,0.007900058
0,0.0025876977,0.002574734,0.004446374,0.8946342,0.09184515,0.0016766288,0.0073976484
0,0.001465127,0.00225931,0.002856143,0.92118466,0.07021956,0.00091519207,0.0048244027
0,0.0016076134,0.0021337008,0.0033504171,0.91341215,0.076548636,0.0010403144,0.005648545
0,0.0011945311,0.0026648596,0.004584119,0.8915626,0.09462225,0.0015701575,0.007660942
0,0.0016286509,0.0032966463,0.006655733,0.8703381,0.10923061,0.0025561585,0.01121948
-1,0.0032159647,0.0040624137,0.0028552252,0.9176939,0.07167889,0.000687472,0.0070845545
1,0.0051155193,0.0049897325,0.0029527487,0.90136284,0.08591951,0.0023905747,0.0073743258
0,0.0030383416,0.003675124,0.0039885947,0.9108864,0.076548904,0.0013203921,0.0072556566
0,0.0021618248,0.0029848164,0.0043319315,0.9101611,0.07658434,0.0014097239,0.0075128907
0,0.002075759,0.0025538353,0.0034496558,0.9208071,0.068749316,0.0009886951,0.006005226
0,0.0027763215,0.0024010222,0.0034125824,0.92320263,0.06635316,0.0009109631,0.006120647
0,0.0015840845,0.002928106,0.0054056067,0.896529,0.087329626,0.0018116109,0.008924131
1,0.0022344403,0.003539966,0.004150465,0.8823469,0.10016214,0.0035549356,0.009785607
-1,0.0028768629,0.0043771844,0.0030150553,0.91983163,0.06874576,0.00076834025,0.0076391995
1,0.0037957039,0.005220669,0.0036302567,0.8935986,0.09076444,0.0029787712,0.0090279225
0,0.0015691561,0.0034715403,0.006472302,0.8847462,0.094981685,0.0024762412,0.01132359
0,0.0033167957,0.0027060164,0.0068446845,0.8863634,0.09309353,0.0024219821,0.011276414
0,0.002771131,0.0024961,0.0039008916,0.9201948,0.06803568,0.0012234444,0.0066452213
0,0.0013557886,0.0023249276,0.004217874,0.9176439,0.06961962,0.0013243188,0.0071943286
0,0.002557795,0.00289755,0.0024875673,0.94025594,0.052616596,0.00060733396,0.0040326174
0,0.002797604,0.0033394308,0.008691099,0.8583679,0.115684904,0.0034330278,0.013823047
-1,0.0027072472,0.003918872,0.002429632,0.9309474,0.05973706,0.0006315068,0.006254444
1,0.0038517797,0.004862753,0.0046378686,0.8784948,0.102484435,0.003475624,0.0109072635
1,0.0022626854,0.003686327,0.0010653387,0.9188171,0.076186016,0.0010013162,0.0029302335
1,0.0031732037,0.0030208046,0.0010303701,0.92511654,0.07017419,0.00093701505,0.002741977
0,0.001149962,0.0025885254,0.0036604437,0.9034605,0.085370526,0.0011623042,0.0063462225
0,0.0014668826,0.0023391184,0.004937892,0.88774556,0.09768121,0.001467508,0.008167839
0,0.0017353577,0.0028041056,0.004487872,0.8871314,0.0990569,0.0015455143,0.007778319
0,0.0021328048,0.003249049,0.008663729,0.8458657,0.12769634,0.003197791,0.014576371
-1,0.003100948,0.0038915258,0.0037256095,0.9050158,0.08084233,0.0009402579,0.009476008
2,0.003879685,0.005186244,0.0001050699,0.9790754,0.019888455,0.00018608168,0.00074507395
1,0.0040883133,0.003775556,0.0015172072,0.9106187,0.081417486,0.0016924861,0.0047541433
1,0.0023150193,0.0031836992,0.001698384,0.9103027,0.08158979,0.0016939621,0.0047151404
